7.732633352279663086e-01,-1.932553350925445557e-01
8.130682110786437988e-01,-2.033765763044357300e-01
8.053249716758728027e-01,-2.034523487091064453e-01
8.052169084548950195e-01,-2.024918198585510254e-01
8.059594035148620605e-01,-2.016232907772064209e-01
8.043135404586791992e-01,-2.012277692556381226e-01
7.968239784240722656e-01,-1.993034183979034424e-01
7.969436645507812500e-01,-1.986806392669677734e-01
7.895837426185607910e-01,-1.970209032297134399e-01
7.891154885292053223e-01,-1.975237578153610229e-01
8.093110322952270508e-01,-2.021403461694717407e-01
8.030603528022766113e-01,-2.009751349687576294e-01
8.113268613815307617e-01,-2.044503986835479736e-01
8.041075468063354492e-01,-2.014208585023880005e-01
8.072933554649353027e-01,-2.030273228883743286e-01
8.135426640510559082e-01,-2.041402906179428101e-01
8.020122051239013672e-01,-2.004687339067459106e-01
7.995133996009826660e-01,-1.995433717966079712e-01
7.886736989021301270e-01,-1.958294361829757690e-01
8.016035556793212891e-01,-2.011133134365081787e-01
8.078594207763671875e-01,-2.030188888311386108e-01
8.043756484985351562e-01,-2.005541324615478516e-01
8.046719431877136230e-01,-2.026007175445556641e-01
8.037571907043457031e-01,-1.995814740657806396e-01
7.869867682456970215e-01,-1.967579275369644165e-01
8.121036291122436523e-01,-2.043457329273223877e-01
7.873153090476989746e-01,-1.962827444076538086e-01
8.058598041534423828e-01,-2.018966972827911377e-01
8.060952425003051758e-01,-2.037461549043655396e-01
7.966514825820922852e-01,-2.004458457231521606e-01
7.982358932495117188e-01,-2.013468742370605469e-01
8.128717541694641113e-01,-2.034963518381118774e-01
7.869251370429992676e-01,-1.967566013336181641e-01
7.949451804161071777e-01,-1.988705843687057495e-01
7.999137043952941895e-01,-1.991647481918334961e-01
7.983896136283874512e-01,-1.998501569032669067e-01
8.130597472190856934e-01,-2.037451416254043579e-01
7.967134714126586914e-01,-1.985245198011398315e-01
7.998143434524536133e-01,-1.991368830204010010e-01
8.041626214981079102e-01,-2.007305473089218140e-01
8.099549412727355957e-01,-2.043197453022003174e-01
8.054450154304504395e-01,-2.024059742689132690e-01
8.102908134460449219e-01,-2.042774558067321777e-01
7.949523925781250000e-01,-1.984778791666030884e-01
8.106433749198913574e-01,-2.043778598308563232e-01
8.218718767166137695e-01,-2.070094645023345947e-01
8.045445084571838379e-01,-2.017590850591659546e-01
8.049974441528320312e-01,-2.029886692762374878e-01
8.145604133605957031e-01,-2.039099484682083130e-01
8.117554783821105957e-01,-2.037975341081619263e-01
8.129727244377136230e-01,-2.050562351942062378e-01
7.899993062019348145e-01,-1.988312304019927979e-01
7.877741456031799316e-01,-1.956353932619094849e-01
8.135821223258972168e-01,-2.042647302150726318e-01
8.052895069122314453e-01,-2.021030783653259277e-01
8.068350553512573242e-01,-2.015389502048492432e-01
7.961558699607849121e-01,-1.992315948009490967e-01
7.947546243667602539e-01,-1.980569958686828613e-01
8.058077096939086914e-01,-2.007267326116561890e-01
8.119589686393737793e-01,-2.036578953266143799e-01
8.056128025054931641e-01,-2.009941935539245605e-01
8.047233819961547852e-01,-2.027206867933273315e-01
8.076421618461608887e-01,-2.021951675415039062e-01
8.040269613265991211e-01,-2.005528658628463745e-01
8.153126835823059082e-01,-2.053426951169967651e-01
8.031372427940368652e-01,-2.020853608846664429e-01
8.039192557334899902e-01,-2.006272673606872559e-01
8.046964406967163086e-01,-2.022146880626678467e-01
8.127380013465881348e-01,-2.022339850664138794e-01
7.982699275016784668e-01,-1.998318731784820557e-01
8.175864815711975098e-01,-2.054067999124526978e-01
8.028070926666259766e-01,-2.004208564758300781e-01
7.847507596015930176e-01,-1.956669539213180542e-01
7.916383147239685059e-01,-1.974624395370483398e-01
7.968841195106506348e-01,-1.984957754611968994e-01
7.910653352737426758e-01,-1.964655518531799316e-01
7.939793467521667480e-01,-1.982389241456985474e-01
8.060432672500610352e-01,-2.007061392068862915e-01
8.068241477012634277e-01,-2.018197476863861084e-01
8.026490807533264160e-01,-1.987723559141159058e-01
8.014150261878967285e-01,-2.002808600664138794e-01
8.107072710990905762e-01,-2.028161734342575073e-01
7.930132150650024414e-01,-1.981975883245468140e-01
7.964497804641723633e-01,-1.993049681186676025e-01
8.166741132736206055e-01,-2.051336020231246948e-01
8.098345994949340820e-01,-2.026322484016418457e-01
7.874836325645446777e-01,-1.963012516498565674e-01
7.974296212196350098e-01,-1.994116306304931641e-01
7.935431003570556641e-01,-1.987110078334808350e-01
8.178344368934631348e-01,-2.054030448198318481e-01
7.929670810699462891e-01,-1.991398483514785767e-01
7.987770438194274902e-01,-1.993444859981536865e-01
8.037970662117004395e-01,-2.011980116367340088e-01
7.951887249946594238e-01,-1.980684697628021240e-01
7.956740260124206543e-01,-1.986809521913528442e-01
8.042977452278137207e-01,-2.016087472438812256e-01
8.129630088806152344e-01,-2.038558274507522583e-01
7.999553084373474121e-01,-2.008825838565826416e-01
7.937833666801452637e-01,-1.996755301952362061e-01
8.054436445236206055e-01,-2.020776569843292236e-01
